,Quarter,Tm,Detail,WAS,NYG
0,1.0,Redskins,Hugh Taylor 38 yard pass from Sammy Baugh (Dick Poillon kick),7,0
1,2.0,Giants,Ben Agajanian 34 yard field goal,7,3
2,2.0,Giants,Gene Roberts 1 yard rush (Ben Agajanian kick),7,10
3,4.0,Giants,Gene Roberts 42 yard pass from Charlie Conerly (Ben Agajanian kick),7,17
4,4.0,Giants,Bill Swiacki 19 yard pass from Charlie Conerly,7,23
