,Quarter,Tm,Detail,PHI,WAS
0,2.0,Redskins,Art Monk 19 yard pass from Mark Rypien (Chip Lohmiller kick),0,7
1,2.0,Redskins,Chip Lohmiller 37 yard field goal,0,10
2,3.0,Redskins,Chip Lohmiller 35 yard field goal,0,13
3,4.0,Redskins,Earnest Byner 7 yard rush (Chip Lohmiller kick),0,20
4,4.0,Redskins,Chip Lohmiller 27 yard field goal,0,23
