,Quarter,Tm,Detail,CIN,HOU
0,1.0,Bengals,Don Bass 7 yard pass from Ken Anderson (Chris Bahr kick),7,0
1,2.0,Bengals,Chris Bahr 34 yard field goal,10,0
2,2.0,Oilers,Ronnie Coleman 4 yard rush (Toni Fritsch kick),10,7
3,2.0,Oilers,Rich Caster 47 yard pass from Dan Pastorini (Toni Fritsch kick),10,14
4,3.0,Oilers,Toni Fritsch 38 yard field goal,10,17
