,Quarter,Tm,Detail,GNB,RAM
0,1.0,Rams,Fred Gehrke 72 yard rush (Bob Waterfield kick),0,7
1,1.0,Rams,Fred Gehrke 42 yard rush (Bob Waterfield kick),0,14
2,1.0,Packers,Clyde Goodnight 75 yard pass from Irv Comp (Don Hutson kick),7,14
3,1.0,Rams,Jim Benton 84 yard pass from Bob Waterfield,7,20
