,Quarter,Tm,Detail,RAM,GNB
0,1.0,Packers,Joe Laws 18 yard pass from Tony Canadeo (Clarke Hinkle kick),0,7
1,4.0,Packers,Clarke Hinkle 7 yard pass from Cecil Isbell (Don Hutson kick),0,14
2,4.0,Packers,Tony Canadeo 3 yard rush (Don Hutson kick),0,21
3,4.0,Packers,Herm Rohrig 32 yard field goal,0,24
4,4.0,Rams,Johnny Drake 25 yard pass from Marty Slovak (Chet Adams kick),7,24
