,Quarter,Tm,Detail,RAM,GNB
0,1.0,Packers,Clarke Hinkle 36 yard field goal,0,3
1,2.0,Packers,Don Hutson 19 yard pass from Cecil Isbell (Tiny Engebretsen kick),0,10
2,2.0,Packers,Carl Mulleneaux 47 yard pass from Cecil Isbell (Tiny Engebretsen kick),0,17
3,2.0,Rams,Hank Rockwell 5 yard pass from Ken Heineman (Ken Heineman kick),7,17
4,3.0,Packers,Andy Uram unknown yard pass from Arnie Herber (Don Hutson kick),7,24
5,4.0,Rams,Vic Spadaccini 5 yard pass from Gaylon Smith (Vic Spadaccini kick),14,24
6,4.0,Packers,Carl Mulleneaux 19 yard pass from Cecil Isbell (Clarke Hinkle kick),14,31
