,Quarter,Tm,Detail,WAS,DAL
0,2.0,Cowboys,Toni Fritsch 9 yard field goal,0,3
1,3.0,Cowboys,Roger Staubach 5 yard rush (Toni Fritsch kick),0,10
2,3.0,Cowboys,Calvin Hill 1 yard rush (Toni Fritsch kick),0,17
3,4.0,Cowboys,Calvin Hill 2 yard rush (Toni Fritsch kick),0,24
4,4.0,Cowboys,Toni Fritsch 27 yard field goal,0,27
5,4.0,Redskins,Ken Stone 12 yard blocked punt return (Curt Knight kick),7,27
