,Quarter,Tm,Detail,CHI,MIN
0,1.0,Vikings,Chuck Foreman 5 yard rush (Fred Cox kick),0,7
1,2.0,Vikings,Fred Cox 29 yard field goal,0,10
2,2.0,Vikings,Chuck Foreman 1 yard rush (Fred Cox kick),0,17
3,3.0,Bears,Walter Payton 13 yard rush (Bob Thomas kick),7,17
4,3.0,Bears,Walter Payton 11 yard rush,13,17
5,4.0,Vikings,Fred Cox 39 yard field goal,13,20
6,4.0,Bears,Roland Harper 7 yard rush,19,20
