,Quarter,Tm,Detail,SFO,ATL
0,1.0,Falcons,Steve Bartkowski 1 yard rush (Tim Mazzetti kick),0,7
1,2.0,49ers,Ray Wersching 41 yard field goal,3,7
2,3.0,Falcons,Junior Miller 11 yard pass from Steve Bartkowski (Tim Mazzetti kick),3,14
3,3.0,Falcons,Wallace Francis 81 yard pass from Steve Bartkowski (Tim Mazzetti kick),3,21
4,4.0,Falcons,Wallace Francis 12 yard pass from Steve Bartkowski (Tim Mazzetti kick),3,28
5,4.0,Falcons,Al Richardson defensive fumble recovery in end zone (Tim Mazzetti kick),3,35
6,4.0,49ers,Dwight Clark 13 yard pass from Joe Montana (Ray Wersching kick),10,35
