,Quarter,Tm,Detail,DET,GNB
0,2.0,Packers,Chester Marcol 30 yard field goal,0,3
1,2.0,Lions,Errol Mann 15 yard field goal,3,3
2,2.0,Packers,MacArthur Lane 5 yard rush (Chester Marcol kick),3,10
3,4.0,Lions,Errol Mann 38 yard field goal,6,10
4,4.0,Lions,Altie Taylor 3 yard rush (Errol Mann kick),13,10
5,4.0,Packers,Chester Marcol 24 yard field goal,13,13
