,Quarter,Tm,Detail,RAM,SFO
0,1.0,49ers,Paul Hofer 2 yard rush (Ray Wersching kick),0,7
1,1.0,Rams,Frank Corral 23 yard field goal,3,7
2,2.0,Rams,Sid Justin 80 yard blocked field goal return (Frank Corral kick),10,7
3,2.0,49ers,Ray Wersching 43 yard field goal,10,10
4,2.0,Rams,Frank Corral 24 yard field goal,13,10
5,2.0,49ers,Freddie Solomon 38 yard pass from Steve DeBerg (Ray Wersching kick),13,17
6,3.0,Rams,Wendell Tyler 71 yard pass from Vince Ferragamo (Frank Corral kick),20,17
7,3.0,Rams,Ron Smith 30 yard pass from Bob Lee,26,17
8,4.0,49ers,Ray Wersching 19 yard field goal,26,20
