,Quarter,Tm,Detail,RAM,GNB
0,1.0,Packers,Jan Stenerud 38 yard field goal,0,3
1,1.0,Packers,Eddie Lee Ivery 1 yard rush (Jan Stenerud kick),0,10
2,2.0,Packers,John Jefferson 23 yard pass from Lynn Dickey (Jan Stenerud kick),0,17
3,2.0,Rams,Chuck Nelson 31 yard field goal,3,17
4,3.0,Rams,Otis Grant 23 yard pass from Vince Ferragamo (Chuck Nelson kick),10,17
5,3.0,Rams,Eric Dickerson 3 yard rush (Chuck Nelson kick),17,17
6,3.0,Rams,George Farmer 8 yard pass from Vince Ferragamo (Chuck Nelson kick),24,17
7,4.0,Packers,Eddie Lee Ivery 4 yard rush (Jan Stenerud kick),24,24
8,4.0,Packers,Jan Stenerud 36 yard field goal,24,27
