,Quarter,Tm,Detail,PHI,DAL
0,1.0,Eagles,Tom Dempsey 17 yard field goal,3,0
1,2.0,Eagles,Charle Young 80 yard pass from Roman Gabriel (Tom Dempsey kick),10,0
2,2.0,Cowboys,Roger Staubach 1 yard rush (Toni Fritsch kick),10,7
3,2.0,Cowboys,Walt Garrison 2 yard pass from Roger Staubach (Toni Fritsch kick),10,14
4,3.0,Cowboys,Bob Hayes 28 yard pass from Roger Staubach (Toni Fritsch kick),10,21
5,4.0,Cowboys,Walt Garrison 1 yard rush (Toni Fritsch kick),10,28
6,4.0,Cowboys,Toni Fritsch 23 yard field goal,10,31
