,Quarter,Tm,Detail,CIN,HOU
0,1.0,Oilers,Gary Wellman 9 yard pass from Warren Moon (Al Del Greco kick),0,7
1,2.0,Bengals,Jeff Query 8 yard pass from Jay Schroeder,6,7
2,2.0,Bengals,Doug Pelfrey 53 yard field goal,9,7
3,3.0,Bengals,Doug Pelfrey 50 yard field goal,12,7
4,3.0,Oilers,Lorenzo White 4 yard rush (Al Del Greco kick),12,14
5,4.0,Oilers,Haywood Jeffires 11 yard pass from Warren Moon (Al Del Greco kick),12,21
6,4.0,Oilers,Gary Brown 25 yard rush (Al Del Greco kick),12,28
