,Quarter,Tm,Detail,ATL,NOR
0,1.0,Saints,Tom Dempsey 42 yard field goal,0,3
1,4.0,Falcons,Sonny Campbell 2 yard rush (Ken Vinyard kick),7,3
2,4.0,Falcons,Harmon Wages 17 yard pass from Bob Berry (Ken Vinyard kick),14,3
