,Quarter,Tm,Detail,RAM,DET
0,1.0,Rams,Bob Waterfield 37 yard field goal,3,0
1,1.0,Rams,Elroy Hirsch 70 yard pass from Bob Waterfield (Bob Waterfield kick),10,0
2,2.0,Lions,Dorne Dibble 36 yard pass from Bobby Layne (Doak Walker kick),10,7
3,2.0,Lions,Jack Christiansen 69 yard punt return (Doak Walker kick),10,14
4,2.0,Rams,Tom Fears 43 yard pass from Norm Van Brocklin (Bob Waterfield kick),17,14
5,3.0,Rams,Bob Waterfield 47 yard field goal,20,14
6,3.0,Rams,Norb Hecker 20 yard pass from Bob Waterfield (Bob Waterfield kick),27,14
7,4.0,Lions,Jack Christiansen 47 yard punt return (Doak Walker kick),27,21
