,Quarter,Tm,Detail,DET,GNB
0,1.0,Lions,Jim Martin 14 yard field goal,3,0
1,2.0,Lions,Jim Martin 20 yard field goal,6,0
2,2.0,Packers,Tom Moore 5 yard rush (Paul Hornung kick),6,7
3,2.0,Lions,Jim Martin 48 yard field goal,9,7
4,3.0,Packers,Jim Taylor 2 yard rush (Paul Hornung kick),9,14
5,4.0,Packers,Paul Hornung 16 yard pass from Lamar McHan (Paul Hornung kick),9,21
6,4.0,Packers,Paul Hornung 11 yard rush (Paul Hornung kick),9,28
