,Quarter,Time,Tm,Detail,STL,SFO
0,1.0,4:54,49ers,David Akers 36 yard field goal,0,3
1,2.0,8:39,49ers,David Akers 19 yard field goal,0,6
2,2.0,1:41,49ers,David Akers 28 yard field goal,0,9
3,3.0,11:14,49ers,Michael Crabtree 52 yard pass from Alex Smith (David Akers kick),0,16
4,3.0,5:41,49ers,David Akers 34 yard field goal,0,19
5,4.0,12:42,49ers,Kyle Williams 56 yard pass from Alex Smith (David Akers kick),0,26
