,Quarter,Tm,Detail,PHI,WAS
0,1.0,Redskins,Mark Moseley 19 yard field goal,0,3
1,1.0,Eagles,Ron Johnson 17 yard pass from Ron Jaworski (Paul McFadden kick),7,3
2,2.0,Redskins,Kelvin Bryant 36 yard pass from Jay Schroeder (Mark Moseley kick),7,10
3,2.0,Redskins,Jay Schroeder 1 yard rush (Mark Moseley kick),7,17
4,2.0,Eagles,Junior Tautalatasi 3 yard pass from Ron Jaworski (Paul McFadden kick),14,17
5,2.0,Redskins,Mark Moseley 55 yard field goal,14,20
6,3.0,Redskins,Clint Didier 36 yard pass from Jay Schroeder (Mark Moseley kick),14,27
7,3.0,Redskins,Kelvin Bryant 16 yard rush (Mark Moseley kick),14,34
8,4.0,Redskins,George Rogers 5 yard rush (Mark Moseley kick),14,41
