,Quarter,Tm,Detail,SDG,KAN
0,1.0,Chargers,Dennis Partee 25 yard field goal,3,0
1,2.0,Chiefs,Mike Garrett 5 yard rush (Jan Stenerud kick),3,7
2,2.0,Chiefs,Jan Stenerud 30 yard field goal,3,10
3,3.0,Chiefs,Jan Stenerud 47 yard field goal,3,13
4,3.0,Chiefs,Frank Pitts 50 yard pass from Warren McVea (Jan Stenerud kick),3,20
5,4.0,Chiefs,Warren McVea 2 yard rush (Jan Stenerud kick),3,27
