,Quarter,Tm,Detail,GNB,MIN
0,1.0,Vikings,Fred Cox 33 yard field goal,0,3
1,1.0,Vikings,Fred Cox 27 yard field goal,0,6
2,2.0,Vikings,Dave Osborn 3 yard rush (Fred Cox kick),0,13
3,3.0,Vikings,Fred Cox 41 yard field goal,0,16
4,4.0,Vikings,Fred Cox 32 yard field goal,0,19
5,4.0,Packers,Dave Hampton 7 yard pass from Bart Starr (Mike Mercer kick),7,19
