,Quarter,Tm,Detail,CLE,CIN
0,1.0,Bengals,Isaac Curtis 9 yard pass from Ken Anderson (Horst Muhlmann kick),0,7
1,2.0,Browns,Don Cockroft 40 yard field goal,3,7
2,2.0,Bengals,Isaac Curtis 70 yard pass from Ken Anderson (Horst Muhlmann kick),3,14
3,2.0,Bengals,Isaac Curtis 20 yard pass from Ken Anderson (Horst Muhlmann kick),3,21
4,3.0,Bengals,Horst Muhlmann 10 yard field goal,3,24
5,3.0,Browns,Gloster Richardson 6 yard pass from Mike Phipps (Don Cockroft kick),10,24
6,3.0,Browns,Van Green 15 yard defensive fumble return (Don Cockroft kick),17,24
7,3.0,Bengals,Boobie Clark 1 yard rush (Horst Muhlmann kick),17,31
8,4.0,Bengals,Horst Muhlmann 45 yard field goal,17,34
