,Quarter,Tm,Detail,CHI,GNB
0,1.0,Bears,Johnny Lujack 3 yard rush (Fred Venturelli kick),7,0
1,1.0,Bears,Noah Mullins 33 yard interception return (Fred Venturelli kick),14,0
2,2.0,Bears,Fred Venturelli 12 yard field goal,17,0
3,2.0,Bears,George McAfee 10 yard rush (Fred Venturelli kick),24,0
4,2.0,Bears,Mike Holovak 10 yard rush (Fred Venturelli kick),31,0
5,3.0,Bears,Ed Sprinkle 1 yard pass from Sid Luckman (Johnny Lujack kick),38,0
6,3.0,Packers,Walt Schlinkman 1 yard rush (Ed Cody kick),38,7
7,4.0,Bears,Ed Sprinkle 34 yard pass from Bobby Layne (Johnny Lujack kick),45,7
