,Quarter,Tm,Detail,CLE,PIT
0,2.0,Browns,Leroy Kelly 56 yard punt return (Lou Groza kick),7,0
1,3.0,Browns,Jim Brown 2 yard rush (Lou Groza kick),14,0
2,3.0,Browns,Jim Brown 2 yard rush (Lou Groza kick),21,0
3,3.0,Steelers,Gary Ballman 87 yard pass from Bill Nelsen (Mike Clark kick),21,7
4,4.0,Browns,Jim Brown 15 yard rush (Lou Groza kick),28,7
5,4.0,Steelers,Cannonball Butler 43 yard pass from Bill Nelsen (Mike Clark kick),28,14
6,4.0,Browns,Johnny Brewer 25 yard pass from Jim Ninowski (Lou Groza kick),35,14
7,4.0,Steelers,Clendon Thomas 80 yard pass from Bill Nelsen (Mike Clark kick),35,21
8,4.0,Browns,Jim Brown 27 yard pass from Jim Ninowski (Lou Groza kick),42,21
