,Quarter,Tm,Detail,RAM,DET
0,1.0,Lions,Tom Dublinski 1 yard rush (Doak Walker kick),0,7
1,1.0,Rams,Les Richter 31 yard field goal,3,7
2,3.0,Lions,Carl Karilivacz 30 yard interception return (Doak Walker kick),3,14
3,4.0,Lions,Lew Carpenter 60 yard rush (Doak Walker kick),3,21
