,Quarter,Time,Tm,Detail,CHI,DET
0,1.0,12:18,Bears,D'Wayne Bates 28 yard pass from Jim Miller (Paul Edinger kick),7,0
1,1.0,4:54,Bears,David Terrell 20 yard pass from Jim Miller (Paul Edinger kick),14,0
2,2.0,5:47,Bears,Paul Edinger 38 yard field goal,17,0
3,4.0,2:12,Bears,Walt Harris 39 yard interception return (Paul Edinger kick),24,0
