,Quarter,Tm,Detail,GNB,DET
0,1.0,Packers,Ernie Smith 22 yard field goal,3,0
1,2.0,Lions,Harry Ebding 20 yard pass from Dutch Clark (Dutch Clark kick failed),3,6
2,3.0,Packers,Milt Gantenbein 9 yard pass from George Sauer (Ernie Smith kick),10,6
3,4.0,Lions,Bill Shepherd 2 yard rush (Dutch Clark kick),10,13
4,4.0,Lions,Bill Shepherd 1 yard rush (Dutch Clark kick),10,20
