,Quarter,Tm,Detail,MIN,DET
0,2.0,Lions,Eddie Murray 50 yard field goal,0,3
1,2.0,Lions,Jeff Chadwick 10 yard pass from Eric Hipple (Eddie Murray kick),0,10
2,2.0,Lions,Eddie Murray 42 yard field goal,0,13
3,4.0,Vikings,"Safety, Black ran out of end zone",2,13
