,Quarter,Time,Tm,Detail,IND,TEN
0,1.0,9:43,Titans,Rob Bironas 34 yard field goal,0,3
1,1.0,3:27,Colts,Dallas Clark 10 yard pass from Peyton Manning (Adam Vinatieri kick),7,3
2,2.0,14:14,Titans,Rob Bironas 44 yard field goal,7,6
3,3.0,11:06,Colts,Dallas Clark 19 yard pass from Peyton Manning (Adam Vinatieri kick),14,6
4,3.0,3:21,Titans,LenDale White 1 yard rush (Ahmard Hall pass from Kerry Collins),14,14
5,4.0,14:45,Titans,Rob Bironas 48 yard field goal,14,17
6,4.0,4:37,Titans,LenDale White 1 yard rush (Rob Bironas kick),14,24
7,4.0,3:31,Titans,Chris Johnson 16 yard rush (Rob Bironas kick),14,31
8,4.0,1:17,Colts,Peyton Manning 1 yard rush (Adam Vinatieri kick),21,31
