,Quarter,Tm,Detail,PHI,PIT
0,1.0,Eagles,Cliff Patton 42 yard field goal,3,0
1,2.0,Steelers,Jerry Shipkey 1 yard rush (Joe Glamp kick),3,7
2,2.0,Eagles,Steve Van Buren 20 yard rush (Cliff Patton kick),10,7
3,2.0,Eagles,Jack Ferrante 7 yard pass from Tommy Thompson (Cliff Patton kick),17,7
4,4.0,Eagles,Bosh Pritchard 55 yard punt return (Cliff Patton kick),24,7
5,4.0,Eagles,Cliff Patton 23 yard field goal,27,7
6,4.0,Eagles,Bosh Pritchard 18 yard fumble return (Cliff Patton kick),34,7
