,Quarter,Tm,Detail,GNB,SFO
0,2.0,Packers,Paul Hornung 38 yard field goal,3,0
1,4.0,Packers,Paul Hornung 28 yard rush (Paul Hornung kick),10,0
2,4.0,Packers,Paul Hornung 23 yard field goal,13,0
