,Quarter,Tm,Detail,CRD,CHI
0,2.0,Bears,Joey Sternaman 2 yard rush (Joey Sternaman kick),0,7
1,2.0,Bears,Bill Fleckenstein blocked punt recovery in end zone (Joey Sternaman kick),0,14
2,2.0,Bears,Tillie Voss 10 yard pass from Joey Sternaman (Joey Sternaman kick),0,21
3,2.0,Bears,Bill Senn 50 yard pass from Joey Sternaman (Joey Sternaman kick),0,28
4,4.0,Bears,Roy Carlson 3 yard pass from Dick Sturtridge,0,34
