,Quarter,Tm,Detail,DET,GNB
0,1.0,Packers,Ted Fritsch 26 yard field goal,0,3
1,1.0,Lions,Elmer Hackney 9 yard rush (Augie Lio kick),7,3
2,1.0,Packers,Andy Uram 6 yard pass from Cecil Isbell (Don Hutson kick),7,10
3,2.0,Packers,Don Hutson 20 yard pass from Cecil Isbell (Don Hutson kick),7,17
4,2.0,Packers,Don Hutson 69 yard pass from Cecil Isbell (Don Hutson kick),7,24
5,3.0,Packers,Chuck Sample 2 yard rush (Dick Weisgerber kick),7,31
6,4.0,Packers,Keith Ranspot 25 yard pass from Tony Canadeo (Lou Brock kick),7,38
