,Quarter,Tm,Detail,MIN,GNB
0,1.0,Vikings,Stu Voigt 5 yard pass from Fran Tarkenton (Fred Cox kick),7,0
1,1.0,Packers,Barty Smith 3 yard rush (Joe Danelo kick),7,7
2,2.0,Packers,Joe Danelo 23 yard field goal,7,10
3,2.0,Vikings,Ed Marinaro 2 yard rush (Fred Cox kick),14,10
4,3.0,Packers,Barty Smith 7 yard pass from John Hadl (Joe Danelo kick),14,17
5,4.0,Vikings,John Gilliam 19 yard pass from Fran Tarkenton (Fred Cox kick),21,17
6,4.0,Vikings,Chuck Foreman 10 yard pass from Fran Tarkenton (Fred Cox kick),28,17
