,Quarter,Tm,Detail,NYG,WAS
0,1.0,Redskins,John Riggins 1 yard rush (Mark Moseley kick),0,7
1,1.0,Giants,Rob Carpenter 1 yard rush (Ali Haji-Sheikh kick),7,7
2,2.0,Redskins,John Riggins 1 yard rush,7,13
3,3.0,Giants,Bobby Johnson 27 yard pass from Phil Simms (Ali Haji-Sheikh kick),14,13
4,4.0,Redskins,Mark Moseley 21 yard field goal,14,16
5,4.0,Redskins,Vernon Dean 36 yard interception return (Mark Moseley kick),14,23
6,4.0,Redskins,Curtis Jordan 29 yard defensive fumble return (Mark Moseley kick),14,30
