,Quarter,Tm,Detail,CLE,PIT
0,1.0,Steelers,John Henry Johnson 3 yard rush (Bobby Layne kick),0,7
1,3.0,Browns,Sam Baker 19 yard field goal,3,7
2,4.0,Browns,Rich Kreitling 6 yard pass from Milt Plum (Sam Baker kick),10,7
3,4.0,Steelers,Tom Tracy 4 yard rush (Bobby Layne kick),10,14
