,Quarter,Tm,Detail,PIT,PHI
0,1.0,Steelers,Ted Marchibroda 1 yard rush (Gary Glick kick),7,0
1,1.0,Eagles,Hank Burnine 35 yard pass from Bobby Thomason (Bobby Walston kick),7,7
2,3.0,Eagles,Ken Keller 1 yard rush (Bobby Walston kick),7,14
