,Quarter,Tm,Detail,DET,CHI
0,1.0,Bears,Willard Dewveall 40 yard pass from Zeke Bratkowski (John Aveni kick),0,7
1,2.0,Bears,Willard Dewveall 14 yard pass from Ed Brown (John Aveni kick),0,14
2,3.0,Lions,Nick Pietrosante 1 yard rush (Jim Martin kick),7,14
3,4.0,Bears,Ed Brown 1 yard rush (John Aveni kick),7,21
4,4.0,Bears,Johnny Morris 36 yard rush (John Aveni kick),7,28
