,Quarter,Tm,Detail,DET,CHI
0,2.0,Bears,George Blanda 41 yard field goal,0,3
1,2.0,Lions,Doak Walker 17 yard field goal,3,3
2,4.0,Bears,George Blanda 23 yard field goal,3,6
