,Quarter,Tm,Detail,NYG,PHI
0,1.0,Eagles,Timmy Brown 1 yard rush (Sam Baker kick),0,7
1,2.0,Eagles,Timmy Brown 7 yard pass from Norm Snead (Sam Baker kick),0,14
2,2.0,Eagles,Pete Retzlaff 37 yard pass from Norm Snead (Sam Baker kick),0,21
3,2.0,Giants,Pete Gogolak 18 yard field goal,3,21
4,3.0,Giants,Homer Jones 34 yard pass from Earl Morrall (Pete Gogolak kick),10,21
5,3.0,Eagles,Earl Gros 30 yard pass from Norm Snead (Sam Baker kick),10,28
6,4.0,Eagles,Earl Gros 1 yard rush (Sam Baker kick),10,35
7,4.0,Giants,Joe Morrison 8 yard pass from Gary Wood (Pete Gogolak kick),17,35
