,Quarter,Tm,Detail,PHI,NYG
0,2.0,Eagles,Harold Carmichael 13 yard pass from Mike Boryla (Horst Muhlmann kick),7,0
1,2.0,Eagles,Horst Muhlmann 29 yard field goal,10,0
