,Quarter,Tm,Detail,WAS,PHI
0,1.0,Redskins,Charlie Gogolak 15 yard field goal,3,0
1,2.0,Redskins,Charlie Gogolak 25 yard field goal,6,0
2,2.0,Eagles,Sam Baker 37 yard field goal,6,3
3,2.0,Redskins,Charlie Gogolak 9 yard field goal,9,3
4,3.0,Redskins,Gerry Allen 1 yard rush (Charlie Gogolak kick),16,3
5,4.0,Eagles,Ben Hawkins 6 yard pass from Norm Snead (Sam Baker kick),16,10
