,Quarter,Tm,Detail,HOU,SDG
0,2.0,Chargers,Tim Spencer 1 yard rush (Rolf Benirschke kick),0,7
1,2.0,Chargers,Gary Anderson 31 yard pass from Dan Fouts (Rolf Benirschke kick),0,14
2,2.0,Chargers,Rolf Benirschke 20 yard field goal,0,17
3,3.0,Chargers,Rolf Benirschke 35 yard field goal,0,20
4,4.0,Chargers,Kellen Winslow 4 yard pass from Gary Anderson (Rolf Benirschke kick),0,27
