,Quarter,Tm,Detail,CLE,PIT
0,1.0,Browns,Webster Slaughter 15 yard pass from Bernie Kosar (Matt Bahr kick),7,0
1,1.0,Browns,Matt Bahr 22 yard field goal,10,0
2,2.0,Steelers,Mark Malone 1 yard rush (Gary Anderson kick),10,7
3,2.0,Steelers,Rich Erenberg 5 yard pass from Mark Malone (Gary Anderson kick),10,14
4,2.0,Browns,Gerald McNeil 100 yard kickoff return (Matt Bahr kick),17,14
5,3.0,Steelers,Louis Lipps 6 yard pass from Mark Malone (Gary Anderson kick),17,21
6,3.0,Browns,Matt Bahr 39 yard field goal,20,21
7,4.0,Steelers,Gary Anderson 45 yard field goal,20,24
8,4.0,Browns,Earnest Byner 4 yard rush (Matt Bahr kick),27,24
