,Quarter,Tm,Detail,NYG,WAS
0,1.0,Redskins,Curt Knight 28 yard field goal,0,3
1,1.0,Redskins,Curt Knight 25 yard field goal,0,6
2,1.0,Redskins,Larry Brown 17 yard rush (Curt Knight kick),0,13
3,2.0,Redskins,Larry Brown 2 yard rush (Curt Knight kick),0,20
4,3.0,Redskins,Curt Knight 44 yard field goal,0,23
5,4.0,Giants,Otto Brown special teams fumble recovery in end zone (Pete Gogolak kick),7,23
