,Quarter,Tm,Detail,HOU,CIN
0,1.0,Oilers,Mike Renfro 25 yard pass from Ken Stabler (Toni Fritsch kick),7,0
1,2.0,Bengals,Pete Johnson 4 yard rush (Jim Breech kick),7,7
2,2.0,Bengals,Dan Ross 8 yard pass from Ken Anderson (Jim Breech kick),7,14
3,2.0,Bengals,Cris Collinsworth 18 yard pass from Ken Anderson (Jim Breech kick),7,21
4,2.0,Bengals,Jim Breech 51 yard field goal,7,24
5,3.0,Bengals,Jim Breech 30 yard field goal,7,27
6,4.0,Bengals,Dan Ross 14 yard pass from Ken Anderson (Jim Breech kick),7,34
7,4.0,Oilers,Ken Burrough 51 yard pass from John Reaves (Toni Fritsch kick),14,34
8,4.0,Oilers,Ronnie Coleman 1 yard rush (Toni Fritsch kick),21,34
