,Quarter,Tm,Detail,WAS,NYG
0,1.0,Giants,Pete Gogolak 24 yard field goal,0,3
1,1.0,Redskins,Larry Brown 1 yard rush (Curt Knight kick),7,3
2,3.0,Redskins,Larry Brown 4 yard rush (Curt Knight kick),14,3
3,4.0,Redskins,Dave Robinson 28 yard interception return (Curt Knight kick),21,3
