,Quarter,Tm,Detail,CHI,GNB
0,3.0,Packers,Buckets Goldenberg 1 yard rush (Bob Monnett kick),0,7
1,4.0,Bears,Luke Johnsos 46 yard pass from Bill Hewitt (Jack Manders kick),7,7
2,4.0,Bears,Bill Hewitt blocked field goal in end zone (Jack Manders kick),14,7
