,Quarter,Time,Tm,Detail,TAM,NWE
0,1.0,8:52,Patriots,Tom Ashworth 1 yard pass from Tom Brady (Adam Vinatieri kick),0,7
1,2.0,2:08,Patriots,Corey Dillon 3 yard rush (Adam Vinatieri kick),0,14
2,2.0,0:27,Patriots,David Givens 16 yard pass from Tom Brady (Adam Vinatieri kick),0,21
3,4.0,11:32,Patriots,Corey Dillon 2 yard pass from Tom Brady (Adam Vinatieri kick),0,28
