,Quarter,Tm,Detail,CHI,RAM
0,1.0,Rams,Bob Waterfield 33 yard field goal,0,3
1,1.0,Bears,George Blanda 37 yard field goal,3,3
2,2.0,Rams,Elroy Hirsch 4 yard pass from Bob Waterfield (Bob Waterfield kick),3,10
3,2.0,Rams,Dick Hoerner 1 yard rush (Bob Waterfield kick),3,17
4,2.0,Bears,George McAfee 5 yard rush (Johnny Lujack kick),10,17
5,3.0,Rams,Bob Waterfield 22 yard field goal,10,20
6,4.0,Bears,Julie Rykovich 3 yard rush (Johnny Lujack kick),17,20
7,4.0,Bears,Ken Kavanaugh 43 yard pass from Johnny Lujack (Johnny Lujack kick),24,20
8,4.0,Rams,Gerry Cowhig 1 yard rush (Bob Waterfield kick),24,27
