,Quarter,Tm,Detail,GNB,MIN
0,1.0,Vikings,Fred Cox 34 yard field goal,0,3
1,1.0,Packers,Carroll Dale 15 yard pass from Bart Starr (Don Chandler kick),7,3
2,2.0,Packers,Don Chandler 36 yard field goal,10,3
3,2.0,Vikings,Fred Cox 27 yard field goal,10,6
4,3.0,Vikings,Paul Flatley 27 yard pass from Fran Tarkenton (Fred Cox kick),10,13
5,4.0,Packers,Boyd Dowler 47 yard pass from Bart Starr (Don Chandler kick),17,13
6,4.0,Packers,Elijah Pitts 2 yard rush (Don Chandler kick),24,13
7,4.0,Packers,Doug Hart 20 yard defensive fumble return (Don Chandler kick),31,13
8,4.0,Packers,Bob Long 11 yard pass from Bart Starr (Don Chandler kick),38,13
