,Quarter,Tm,Detail,CHI,DET
0,1.0,Bears,George Blanda 15 yard field goal,3,0
1,2.0,Bears,George Blanda 35 yard field goal,6,0
2,2.0,Lions,Howard Cassady 14 yard pass from Earl Morrall (Jim Martin kick),6,7
3,3.0,Bears,Bill McColl 5 yard pass from Zeke Bratkowski (George Blanda kick),13,7
4,3.0,Bears,Bill McColl 67 yard pass from Zeke Bratkowski (George Blanda kick),20,7
