,Quarter,Tm,Detail,WAS,NYG
0,1.0,Giants,Pete Gogolak 18 yard field goal,0,3
1,1.0,Redskins,Charley Taylor 71 yard pass from Billy Kilmer (Curt Knight kick),7,3
2,1.0,Redskins,Jack Pardee 20 yard interception return (Curt Knight kick),14,3
3,2.0,Redskins,Curt Knight 52 yard field goal,17,3
4,3.0,Redskins,Curt Knight 32 yard field goal,20,3
5,4.0,Redskins,Charley Taylor 1 yard pass from Billy Kilmer (Curt Knight kick),27,3
6,4.0,Redskins,Curt Knight 18 yard field goal,30,3
