,Quarter,Tm,Detail,HOU,CLE
0,1.0,Oilers,Haywood Jeffires 13 yard pass from Warren Moon (Tony Zendejas kick),7,0
1,2.0,Oilers,Tony Zendejas 23 yard field goal,10,0
2,3.0,Browns,Bernie Kosar 5 yard rush (Matt Bahr kick),10,7
3,3.0,Browns,Webster Slaughter 80 yard pass from Bernie Kosar (Matt Bahr kick),10,14
4,3.0,Oilers,Mike Rozier 1 yard rush (Tony Zendejas kick),17,14
5,3.0,Browns,Webster Slaughter 77 yard pass from Bernie Kosar (Matt Bahr kick),17,21
6,4.0,Browns,Reggie Langhorne 32 yard pass from Eric Metcalf (Matt Bahr kick),17,28
