,Quarter,Tm,Detail,NYG,PHI
0,1.0,Eagles,Don Zimmerman 30 yard pass from Roman Gabriel (Tom Dempsey kick),0,7
1,1.0,Giants,Pete Gogolak 31 yard field goal,3,7
2,1.0,Eagles,Tom Dempsey 51 yard field goal,3,10
3,2.0,Giants,Pete Gogolak 43 yard field goal,6,10
4,2.0,Eagles,Tom Dempsey 26 yard field goal,6,13
5,3.0,Eagles,Tom Sullivan 3 yard rush (Tom Dempsey kick),6,20
6,4.0,Giants,Pete Gogolak 15 yard field goal,9,20
7,4.0,Giants,Johnny Roland 4 yard pass from Randy Johnson (Pete Gogolak kick),16,20
