,Quarter,Tm,Detail,SFO,PIT
0,2.0,Steelers,Franco Harris 14 yard rush (Roy Gerela kick),0,7
1,2.0,Steelers,Roy Gerela 49 yard field goal,0,10
2,3.0,Steelers,Roy Gerela 47 yard field goal,0,13
3,4.0,Steelers,Franco Harris 7 yard rush (Roy Gerela kick),0,20
4,4.0,Steelers,John Stallworth 15 yard pass from Terry Bradshaw (Roy Gerela kick),0,27
