,Quarter,Tm,Detail,CLE,PIT
0,1.0,Steelers,Elbie Nickel 10 yard pass from Jim Finks,0,6
1,1.0,Browns,Marion Motley 68 yard pass from Otto Graham (Lou Groza kick),7,6
2,2.0,Steelers,Elbie Nickel 30 yard pass from Jim Finks (Gary Kerkorian kick),7,13
3,3.0,Steelers,Jim Finks 1 yard rush (Gary Kerkorian kick),7,20
4,3.0,Browns,Dub Jones 17 yard pass from Otto Graham (Lou Groza kick),14,20
5,3.0,Browns,Sherman Howard 57 yard pass from Otto Graham (Lou Groza kick),21,20
