,Quarter,Tm,Detail,KAN,DEN
0,1.0,Broncos,Jim Turner 25 yard field goal,0,3
1,1.0,Broncos,Craig Morton 7 yard rush (Jim Turner kick),0,10
2,2.0,Broncos,Jim Turner 33 yard field goal,0,13
3,2.0,Broncos,Jim Turner 33 yard field goal,0,16
4,3.0,Broncos,Otis Armstrong 1 yard rush (Jim Turner kick),0,23
5,4.0,Chiefs,Ed Podolak 2 yard rush (Jan Stenerud kick),7,23
