,Quarter,Tm,Detail,DAL,NYG
0,1.0,Cowboys,George Andrie 6 yard interception return (Danny Villanueva kick),7,0
1,4.0,Giants,Joe Morrison 1 yard rush (Pete Gogolak kick),7,7
2,4.0,Cowboys,Bob Hayes 41 yard pass from Craig Morton (Danny Villanueva kick),14,7
3,4.0,Cowboys,Danny Villanueva 10 yard field goal,17,7
