,Quarter,Time,Tm,Detail,DAL,WAS
0,1.0,,Redskins,Scott Blanton 45 yard field goal,0,3
1,2.0,,Redskins,Scott Blanton 29 yard field goal,0,6
2,2.0,,Cowboys,Chris Boniol 34 yard field goal,3,6
3,2.0,,Redskins,Terry Allen 1 yard rush (Scott Blanton kick),3,13
4,2.0,,Redskins,Scott Blanton 18 yard field goal,3,16
5,3.0,,Redskins,Terry Allen 2 yard rush (Scott Blanton kick),3,23
6,4.0,,Redskins,Terry Allen 6 yard rush (Scott Blanton kick),3,30
7,4.0,,Redskins,Stephen Davis 4 yard rush (Scott Blanton kick),3,37
8,4.0,,Cowboys,Herschel Walker 39 yard rush (Chris Boniol kick),10,37
