,Quarter,Tm,Detail,MIN,CHI
0,1.0,Vikings,John Gilliam 44 yard pass from Fran Tarkenton (Fred Cox kick),7,0
1,2.0,Bears,Mac Percival 21 yard field goal,7,3
2,2.0,Bears,Jim Harrison 4 yard pass from Bobby Douglass (Mac Percival kick),7,10
3,3.0,Vikings,Fred Cox 21 yard field goal,10,10
4,4.0,Bears,Mac Percival 20 yard field goal,10,13
