,Quarter,Tm,Detail,NYG,DAL
0,2.0,Giants,Matt Bahr 43 yard field goal,3,0
1,2.0,Cowboys,Emmitt Smith 3 yard rush (Ken Willis kick),3,7
2,3.0,Cowboys,Ray Horton 20 yard defensive fumble return (Ken Willis kick),3,14
3,3.0,Giants,Matt Bahr 29 yard field goal,6,14
4,4.0,Giants,Matt Bahr 25 yard field goal,9,14
5,4.0,Giants,Stephen Baker 19 yard pass from Jeff Hostetler (Matt Bahr kick),16,14
6,4.0,Cowboys,Michael Irvin 23 yard pass from Troy Aikman (Ken Willis kick),16,21
