,Quarter,Tm,Detail,NYG,PHI
0,1.0,Giants,Pete Gogolak 29 yard field goal,3,0
1,2.0,Eagles,Norm Snead 1 yard rush,3,6
2,2.0,Giants,Ron Johnson 2 yard rush (Pete Gogolak kick),10,6
3,2.0,Giants,Pete Gogolak 25 yard field goal,13,6
4,2.0,Eagles,Mark Moseley 29 yard field goal,13,9
5,3.0,Eagles,Fred Hill 1 yard pass from Norm Snead (Mark Moseley kick),13,16
6,3.0,Giants,Fran Tarkenton 1 yard rush (Pete Gogolak kick),20,16
7,4.0,Eagles,Norm Snead 1 yard rush (Mark Moseley kick),20,23
