,Quarter,Tm,Detail,KAN,DEN
0,1.0,Chiefs,Jan Stenerud 23 yard field goal,3,0
1,1.0,Broncos,Lonnie Perrin 4 yard pass from Craig Morton (Jim Turner kick),3,7
2,3.0,Broncos,Jim Turner 38 yard field goal,3,10
3,3.0,Broncos,Riley Odoms 23 yard pass from Craig Morton (Jim Turner kick),3,17
4,4.0,Broncos,Riley Odoms 29 yard pass from Craig Morton (Jim Turner kick),3,24
